Layers,1.B,1.B,1.B,1.C,1.C,1.C,1.B,1.B,1.B,1.C,1.C,1.C
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceae|Zavarzinellaub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|PlanctomycetaceaeubAmt,32,0,0,0,0,0,0,0,0,0,59,74
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceaeubub Gemmata sp.,0,0,44,129,24,0,21,0,0,153,0,127
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceaeubub Planctomycetaceae bacterium,19,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceaeubub Planctomycetales bacterium,0,0,18,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceaeubub Zavarzinella sp.,0,0,0,0,0,48,0,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceaeubub,0,10,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceaeubub forest soil bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceaeub,72,0,38,233,0,124,0,56,61,0,0,58
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceae,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|vadinHA49ubububub,0,0,0,0,0,0,8,0,0,0,0,0
Bacteria|Planctomycetes|vadinHA49,0,0,0,54,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Alphaproteobacteria Incertae Sedis|Unknown Familyubub alpha proteobacterium,0,0,0,0,0,0,3,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Alphaproteobacteria Incertae Sedisububub,0,22,6,0,0,0,0,15,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Alphaproteobacteria Incertae Sedisub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonasub alpha proteobacterium,0,0,0,0,0,0,0,0,2,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Caulobacterub,63,144,47,0,0,0,0,0,78,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Phenylobacterium,0,154,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceaeubub,0,0,0,118,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceaeub,18,0,0,0,0,0,0,0,19,0,71,0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae,0,0,0,0,0,0,121,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Hyphomonadaceae|Hirschiaub,47,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Hyphomonadaceae|Woodsholeaub,75,0,0,0,0,0,0,99,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|E6aD10,111,71,0,0,0,0,101,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Parvularculales|Parvularculaceae|Amphiplicatusub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|A0839ubub,43,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Beijerinckiaceaeubub,0,0,0,0,0,0,0,0,0,0,117,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Beijerinckiaceae,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium,82,91,63,0,0,67,92,0,114,0,72,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceaeub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae,0,0,0,0,0,0,0,0,0,0,0,73
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Devosiaub,73,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Devosia,284,234,234,0,0,0,140,0,168,137,97,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Hyphomicrobium,0,0,0,0,0,0,0,3,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|PedomicrobiumAmt,0,0,0,0,0,0,0,0,29,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Pedomicrobium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Rhodoplanesub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Rhodoplanes,0,0,0,0,0,0,0,0,0,0,0,71
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|JG34-KF-361ub alpha proteobacteriumub alpha proteobacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|JG34-KF-361ubub,0,0,98,0,72,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|JG34-KF-361,0,69,0,0,0,0,0,0,0,0,65,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|JG35-K1-AG5ubub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|KF-JG30-B3ubub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|MNG7ubub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Meganema,52,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|MethylobacteriumAmt,40,43,0,0,0,0,93,20,134,53,46,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Methylobacterium|Methylobacterium aquaticum,0,0,0,0,0,0,0,0,0,144,119,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Methylobacterium|Methylobacterium populi,0,0,0,0,0,0,0,0,0,60,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Methylobacterium|Methylobacterium radiotolerans,0,0,0,96,122,0,188,0,82,101,112,153
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Methylobacteriumub,0,0,0,72,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Methylobacterium,154,71,173,0,0,0,261,91,261,2,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|MicrovirgaAmt,223,172,288,0,0,0,127,201,0,203,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Microvirgaub alpha proteobacterium,0,0,0,0,0,0,0,119,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Microvirgaub,81,52,0,0,0,0,0,0,0,23,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Microvirga,0,0,37,0,0,0,93,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Psychroglaciecolaub,0,0,0,0,215,0,0,0,0,0,0,122
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae,0,29,0,0,0,0,0,0,70,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|P-102ubub,0,0,0,0,0,0,0,0,0,0,0,35
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Mesorhizobium,125,0,0,0,0,0,107,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|EnsiferAmt,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium radiobacter,47,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobiumub Rhizobium sp.,0,0,0,0,0,0,0,0,0,74,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiales Incertae Sedis|Bauldiaub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiales Incertae Sedis|NordellaAmt,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiales Incertae Sedis|Nordellaub,113,0,0,0,0,0,53,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiales Incertae Sedis|Nordella,2,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiales Incertae Sedis|RhizomicrobiumAmt,0,0,86,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiales Incertae Sedis|Rhizomicrobiumub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiales Incertae Sedis|Rhizomicrobiumub proteobacterium,0,0,0,0,0,0,0,0,0,0,125,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiales Incertae Sedis|Rhizomicrobium,100,128,0,0,0,0,0,47,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|RhodobiaceaeubAmt,63,0,51,0,0,0,0,52,45,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Roseiarcaceae|Roseiarcusub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Xanthobacteraceae|Labrysub,61,0,41,0,0,0,0,42,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Xanthobacteraceae|Pseudolabrysub,0,0,0,192,240,262,0,0,0,195,376,207
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Xanthobacteraceae|Pseudolabrys,0,89,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Xanthobacteraceae|Variibacterub forest soil bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Xanthobacteraceae|Variibacter,4,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Xanthobacteraceaeub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Xanthobacteraceae,0,0,0,0,0,72,0,54,0,0,0,116
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|alphaI clusterubub,81,93,85,0,0,0,100,0,91,73,63,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales,0,142,111,20,0,0,0,53,0,29,0,52
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Amaricoccusub,63,0,97,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Paracoccus,0,0,0,0,0,0,0,0,0,152,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Rhodobacter,70,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Rubellimicrobiumub,0,0,0,0,0,0,215,157,0,0,45,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Tabrizicola,26,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae,3,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|AKYH478ubub,0,0,0,0,0,0,0,30,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae|Acidicaldusub,0,0,0,96,0,0,0,0,0,407,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae|Acidiphiliumub,0,0,0,0,196,0,0,0,0,0,223,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae|Roseomonasub,0,145,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae|Roseomonas,0,0,0,0,0,0,0,0,0,48,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceaeub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae,0,0,0,83,117,100,0,0,2,175,0,132
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|DA111ub alpha proteobacteriumub alpha proteobacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|DA111ubub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|DA111ub forest soil bacteriumub forest soil bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|DA111,0,0,0,0,2,119,0,0,0,0,34,150
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|I-10ubub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|MND8ubub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|RhodospirillaceaeAmtAmt,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Defluviicoccusub,0,0,0,0,68,69,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Defluviicoccus,0,0,0,0,0,0,0,0,0,64,70,77
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Inquilinusub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Skermanellaub,62,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceaeubub,0,13,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceaeubub soil bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceaeub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae,0,12,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillales Incertae Sedis|Candidatus Alysiosphaeraub,289,0,149,0,0,0,0,121,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillales Incertae Sedis|Candidatus Alysiosphaera,0,0,0,65,0,76,0,0,0,61,84,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillales Incertae Sedis|Geminicoccusub,0,0,0,0,0,0,0,0,0,56,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillales Incertae Sedis|ReyranellaAmt,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillales Incertae Sedis|Reyranella,108,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|Mitochondria|Malawimonas californiana|Malawimonas californiana,0,0,0,0,0,0,0,0,0,0,7,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|Mitochondria|Spongospora subterranea|Spongospora subterranea,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|Mitochondria|Tetraphis pellucida|Tetraphis pellucida,0,69,64,0,0,0,0,28,30,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|Mitochondriaubub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|Mitochondria,0,0,0,0,2,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiaceae|RickettsiaAmt,68,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiaceae|Rickettsiaub Rickettsia sp.,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiales Incertae Sedis|Candidatus Captivusub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|SM2D12ub alpha proteobacteriumub alpha proteobacterium,0,0,63,0,0,0,0,0,50,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|SM2D12ubub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|SM2D12ub soil bacteriumub soil bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|SM2D12,0,0,0,0,0,0,0,0,8,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|TK34ubub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|[Caedibacter] caryophilus groupubub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsialesububub,0,11,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales,0,13,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|7B-8ubub,35,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Ellin6055ubub,0,223,73,136,152,158,0,147,167,252,130,158
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Altererythrobacterub,0,0,0,0,0,0,0,0,0,99,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Altererythrobacter,0,0,0,0,0,0,0,0,0,0,0,88
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceaeub,0,0,0,0,0,0,0,0,0,2,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae,0,231,200,0,0,0,154,0,0,141,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|JG34-KF-161ubub,50,0,107,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|JG34-KF-161,3,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Novosphingobium,31,0,0,0,0,0,0,0,0,0,169,0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingobium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonasub Sphingomonadaceae bacterium,209,155,183,328,130,36,153,75,200,146,86,129
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas,348,576,442,50,0,0,381,310,316,76,2,151
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Zymomonasub,112,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae,0,0,0,0,0,0,0,4,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|WW2-159ubub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales,314,117,137,194,0,2,197,205,0,0,85,0
Bacteria|Proteobacteria|Alphaproteobacteria,5,0,4,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|B1-7BSububub,0,15,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceaeubub beta proteobacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceaeub,0,0,40,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia-Paraburkholderiaub Burkholderia sp.,0,0,0,0,0,0,0,0,64,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia-Paraburkholderia,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|CupriavidusAmt,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus,0,0,0,0,0,0,0,58,0,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Lautropiaub,0,0,0,0,0,0,76,0,0,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae,0,0,0,0,0,0,0,0,36,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Ideonella,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|RamlibacterAmt,101,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Ramlibacter,0,80,109,24,0,0,0,0,0,137,231,0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae,275,197,191,0,129,0,204,0,282,88,0,0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|DuganellaAmt,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia,0,0,0,0,0,0,0,0,0,0,121,76
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Noviherbaspirillum,0,0,0,0,0,0,0,0,0,232,0,0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae,0,129,0,109,0,0,0,0,0,44,199,0
Bacteria|Proteobacteria|Betaproteobacteria|Methylophilales|Methylophilaceae,0,0,0,0,0,0,0,0,0,0,0,0
