Layers,1.B,1.B,1.B,1.C,1.C,1.C,1.B,1.B,1.B,1.C,1.C,1.C
Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceaeubub beta proteobacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Nitrosomonadaceae|NitrosomonasAmt,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Nitrosomonadaceae|NitrosospiraAmt,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Nitrosomonadaceaeubub Burkholderiaceae bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Nitrosomonadaceaeubub Burkholderiales bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Nitrosomonadaceaeubub Oxalobacteraceae bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Nitrosomonadaceaeubub soil bacterium,112,0,0,51,83,74,65,0,0,27,129,96
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Nitrosomonadaceaeub,122,42,0,0,0,56,0,54,46,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|SC-I-84AmtAmtAmt,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|SC-I-84ububub,0,0,0,0,0,0,67,0,0,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|SC-I-84ub beta proteobacteriumub beta proteobacteriumub beta proteobacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria|SC-I-84,153,227,0,0,213,206,70,194,133,202,107,251
Bacteria|Proteobacteria|Betaproteobacteria|TRA3-20,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Betaproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bacteriovoracaceae|Peredibacterub,0,0,3,0,0,0,0,0,0,0,0,5
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae|BdellovibrioAmt,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio|Bdellovibrio bacteriovorus,0,0,0,10,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrioub,0,0,14,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrioub soil bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio,0,13,0,0,0,0,0,0,32,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae|OM27 cladeub,0,0,0,0,0,0,0,7,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae|OM27 clade,0,0,0,0,0,0,0,16,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfurellales|Desulfurellaceae|G55ub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfurellales|Desulfurellaceae|G55ub delta proteobacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfurellales|Desulfurellaceae|H16Amt,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfurellales|Desulfurellaceae|H16ub Desulfuromonadales bacterium,53,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfurellales|Desulfurellaceae|H16ub Myxococcales bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfurellales|Desulfurellaceae|H16ub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfurellales|Desulfurellaceae|H16ub delta proteobacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfurellales|Desulfurellaceae|H16ub proteobacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfurellales|Desulfurellaceae|H16,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Archangiaceae|AnaeromyxobacterAmt,0,0,0,0,0,7,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Archangiaceae|Anaeromyxobacterub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Archangiaceae|Anaeromyxobacterub delta proteobacterium,0,0,0,0,0,0,0,0,0,0,74,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Archangiaceae|Anaeromyxobacter,0,0,0,0,47,367,0,0,0,82,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|BIrii41AmtAmt,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|BIrii41ubub,70,219,0,0,0,0,0,72,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|BIrii41,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Blfdi19ubub,15,23,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Haliangiaceae|Haliangiumub Haliangium sp.,0,0,0,49,48,0,0,0,0,0,43,49
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Haliangiaceae|Haliangiumub Myxococcales bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Haliangiaceae|Haliangiumub,0,58,0,0,0,0,0,60,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Haliangiaceae|Haliangiumub delta proteobacterium,0,127,113,0,0,0,76,0,106,0,0,44
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Haliangiaceae|Haliangiumub soil bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Haliangiaceae|Haliangium,84,106,106,0,47,0,109,78,0,0,48,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|KD3-10ubub,0,0,13,0,0,0,0,0,12,0,8,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Myxococcaceae,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Nannocystaceae|Nannocystisub,0,0,0,0,0,0,0,0,0,3,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|P3OB-42ubub,17,42,0,0,0,0,0,13,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|P3OB-42ub delta proteobacteriumub delta proteobacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Phaselicystidaceae|Phaselicystisub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Phaselicystidaceae|Phaselicystisub delta proteobacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Sorangiumub,0,0,95,32,0,0,0,0,0,0,0,71
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Sorangium,0,0,0,0,49,48,0,122,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceaeubub,0,107,90,0,0,0,169,0,0,85,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae,0,0,55,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Sandaracinaceaeubub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Sandaracinaceaeubub soil bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Sandaracinaceaeub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|VHS-B3-70ubub,0,0,0,0,0,0,0,0,0,18,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|bacteriap25,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|mle1-27ubub,0,0,0,0,0,0,0,18,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcalesububub,0,0,110,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|NB1-jububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|NB1-j,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Oligoflexales|0319-6G20AmtAmt,6,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Oligoflexales|0319-6G20ubub,0,0,0,128,64,120,0,0,0,66,162,0
Bacteria|Proteobacteria|Deltaproteobacteria|Oligoflexales|0319-6G20ub delta proteobacteriumub delta proteobacterium,0,0,2,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Oligoflexales|0319-6G20ub soil bacteriumub soil bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Oligoflexales|0319-6G20,0,10,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Oligoflexales|Oligoflexaceae|Oligoflexusub,0,29,17,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Oligoflexales|Oligoflexaceaeubub,0,0,0,0,0,11,0,0,7,36,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|Oligoflexales|Oligoflexaceae,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria|SAR324 cladeMarine group Bububub,0,0,0,0,0,0,0,0,0,0,13,12
Bacteria|Proteobacteria|Deltaproteobacteria|SAR324 cladeMarine group B,0,0,0,0,0,0,32,0,0,0,0,0
Bacteria|Proteobacteria|Deltaproteobacteria,0,0,7,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Acidiferrobacterales|Acidiferrobacteraceae|Sulfurifustisub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Acidiferrobacterales|Acidiferrobacteraceae|Sulfurifustis,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Acidithiobacillales|Thermithiobacillaceae|Thermithiobacillus|Thermithiobacillus plumbiphilus,0,0,0,0,0,0,39,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Acidithiobacillales|Thermithiobacillaceae|Thermithiobacillusub Thermithiobacillus sp.,0,0,0,0,0,0,0,0,0,31,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|BD72BR169ububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales|Enterobacteriaceae|Citrobacter,0,0,0,0,0,0,0,0,0,0,16,0
Bacteria|Proteobacteria|Gammaproteobacteria|Gammaproteobacteria Incertae Sedis|Unknown Family|Permianibacterub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|HTA4ububub,0,0,0,0,0,0,0,17,23,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|HTA4ub gamma proteobacteriumub gamma proteobacteriumub gamma proteobacterium,14,0,0,0,0,4,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|HTA4,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Legionellales|Coxiellaceae|Aquicellaub Aquicella sp.,0,0,0,0,17,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Legionellales|Coxiellaceae|Aquicellaub Coxiellaceae bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Legionellales|Coxiellaceae|Aquicellaub,0,0,0,0,0,0,0,0,0,0,44,0
Bacteria|Proteobacteria|Gammaproteobacteria|Legionellales|Coxiellaceae|Aquicella,0,36,68,0,0,0,0,0,22,0,0,75
Bacteria|Proteobacteria|Gammaproteobacteria|Legionellales|Coxiellaceae|Coxiellaub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Legionellales|Coxiellaceaeubub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Legionellales|Coxiellaceaeub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Legionellales|Legionellaceae|LegionellaAmt,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Legionellales|Legionellaceae|Legionellaub,0,0,0,0,0,0,0,0,0,0,0,13
Bacteria|Proteobacteria|Gammaproteobacteria|Legionellales|Legionellaceae|Legionella,0,0,0,0,53,0,20,0,0,59,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Legionellales|Legionellaceaeub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Legionellales|Legionellaceae,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Pseudohongiellaub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Salinisphaerales|Salinisphaeraceae|Oceanococcusub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|EV818SWSAP88ubub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|X35ububub,0,0,0,0,0,0,3,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|X35,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Solimonadaceae|Fontimonasub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Solimonadaceae|Polycyclovoransub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Solimonadaceae|Polycyclovorans,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Dokdonella,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|DyellaAmt,0,0,0,0,53,0,0,0,0,53,0,56
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|LuteibacterAmt,0,0,0,0,0,0,0,0,60,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Luteibacter,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Luteimonas,0,118,170,0,0,0,51,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter,0,0,0,0,0,0,73,72,0,77,51,79
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Mizugakiibacterub,0,0,0,65,0,0,16,0,0,31,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Mizugakiibacter,0,0,0,0,87,0,0,0,0,0,91,45
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Rhodanobacterub,0,0,28,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Rhodanobacter,0,0,0,0,37,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceaeubub,122,44,0,0,0,0,0,93,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceaeub,128,26,0,0,0,0,40,63,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae,0,0,83,0,0,0,0,0,75,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadales Incertae Sedis|AcidibacterAmt,118,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadales Incertae Sedis|Acidibacterub,0,108,0,0,21,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadales Incertae Sedis|Acidibacterub gamma proteobacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadales Incertae Sedis|Acidibacter,46,0,0,0,2,0,82,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadales Incertae Sedis|Steroidobacter,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadales Incertae Sedisubub,0,0,51,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|XanthomonadalesubAmtAmt,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadalesububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadalesubub gamma proteobacteriumub gamma proteobacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadalesubub proteobacteriumub proteobacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadalesub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales,0,3,56,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Gammaproteobacteria,0,2,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria,12,46,33,0,0,0,0,0,0,18,0,0
Bacteria|SR1 Absconditabacteriaub candidate division SR1 bacteriumub candidate division SR1 bacteriumub candidate division SR1 bacteriumub candidate division SR1 bacteriumub candidate division SR1 bacterium,0,0,11,0,0,0,0,0,0,0,0,0
Bacteria|Saccharibacteriaububububub,0,46,0,0,0,0,0,0,0,0,0,0
Bacteria|Saccharibacteriaub soil bacteriumub soil bacteriumub soil bacteriumub soil bacteriumub soil bacterium,15,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Saccharibacteria,34,0,0,0,0,0,20,10,0,0,0,0
Bacteria|Spirochaetae|Spirochaetes|Spirochaetales|Spirochaetaceae|Spirochaeta 2,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|TM6 Dependentiaeububububub,106,0,0,0,0,0,0,0,0,0,0,48
Bacteria|TM6 Dependentiaeub soil bacteriumub soil bacteriumub soil bacteriumub soil bacteriumub soil bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|TM6 Dependentiae,6,0,0,0,0,0,0,0,0,0,0,2
Bacteria|Tectomicrobiaububububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Tectomicrobia,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Verrucomicrobia|OPB35 soil groupAmtAmtAmtAmt,0,0,2,0,0,0,0,0,0,0,0,0
Bacteria|Verrucomicrobia|OPB35 soil group|Unknown Order|Unknown Family|Pedosphaeraub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Verrucomicrobia|OPB35 soil groupub Verrucomicrobia bacteriumub Verrucomicrobia bacteriumub Verrucomicrobia bacteriumub Verrucomicrobia bacterium,0,0,71,0,0,0,0,0,0,0,89,0
Bacteria|Verrucomicrobia|OPB35 soil groupub Verrucomicrobia subdivision 3 bacteriumub Verrucomicrobia subdivision 3 bacteriumub Verrucomicrobia subdivision 3 bacteriumub Verrucomicrobia subdivision 3 bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Verrucomicrobia|OPB35 soil groupubububub,0,0,53,0,0,0,0,0,0,0,0,0
Bacteria|Verrucomicrobia|OPB35 soil groupub soil bacteriumub soil bacteriumub soil bacteriumub soil bacterium,0,88,74,0,0,132,0,0,0,0,0,0
Bacteria|Verrucomicrobia|OPB35 soil group,36,0,0,58,0,0,0,90,12,0,52,111
Bacteria|Verrucomicrobia|Opitutae|Opitutales|Opitutaceae|Opitutusub,0,0,115,0,0,0,0,0,0,0,0,0
Bacteria|Verrucomicrobia|Opitutae|Opitutales|Opitutaceae|Opitutus,88,57,0,29,36,0,34,143,145,20,0,0
Bacteria|Verrucomicrobia|S-BQ2-57 soil groupubububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Verrucomicrobia|Spartobacteria|Chthoniobacterales|Chthoniobacteraceae|Chthoniobacterub,0,0,0,0,0,0,0,0,0,64,108,0
Bacteria|Verrucomicrobia|Spartobacteria|Chthoniobacterales|Chthoniobacteraceae|Chthoniobacter,0,17,0,0,0,0,0,0,0,38,0,0
Bacteria|Verrucomicrobia|Spartobacteria|Chthoniobacterales|DA101 soil groupub Prosthecobacter sp.ub Prosthecobacter sp.,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Verrucomicrobia|Spartobacteria|Chthoniobacterales|DA101 soil groupub Spartobacteria bacteriumub Spartobacteria bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Verrucomicrobia|Spartobacteria|Chthoniobacterales|DA101 soil groupub Verrucomicrobia bacteriumub Verrucomicrobia bacterium,0,49,132,0,0,100,42,0,125,0,208,8
Bacteria|Verrucomicrobia|Spartobacteria|Chthoniobacterales|DA101 soil groupub soil bacteriumub soil bacterium,0,0,0,0,0,0,0,0,0,0,0,3
Bacteria|Verrucomicrobia|Spartobacteria|Chthoniobacterales|DA101 soil group,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Verrucomicrobia|Spartobacteria|Chthoniobacterales|Xiphinematobacteraceae|Candidatus Xiphinematobacterub Candidatus Xiphinematobacter sp.,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Verrucomicrobia|Verrucomicrobia Incertae Sedis|Unknown Order|Unknown Family|Candidatus Methylacidiphilumub,44,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Verrucomicrobiaceaeubub Verrucomicrobia bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Verrucomicrobiaceaeubub sludge bacterium A21,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales,0,0,0,0,0,0,4,0,0,0,0,0
Bacteria|Verrucomicrobia|WCHB1-41ub verrucomicrobium DEV045ub verrucomicrobium DEV045ub verrucomicrobium DEV045ub verrucomicrobium DEV045,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|WS2ub soil bacteriumub soil bacteriumub soil bacteriumub soil bacteriumub soil bacterium,0,0,0,0,0,0,0,38,0,0,0,0
Bacteria,320,104,62,76,33,90,361,334,96,172,282,10
Unassigned,0,0,0,0,0,0,0,0,0,0,0,0
